smiles,sweet,sour,woody,floral,citrus,spicy,musk,fresh,green,warm,fruity,smoky,powdery,aquatic,herbal,amber,leather,earthy,ozonic,metallic,fatty,waxy
c1cc(O)ccc1C=O,1.0,0.0,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,0.0
C1=CC(=CC=C1C(=O)O)O,0.1587301641702652,0.026455027982592583,0.021164022386074066,0.026455027982592583,0.0,0.9100528955459595,0.0,0.010582011193037033,0.026455027982592583,1.0,0.10052910447120667,0.10052910447120667,0.021164022386074066,0.0,0.0,0.026455027982592583,0.03703703731298447,0.0476190485060215,0.0,0.026455027982592583,0.021164022386074066,0.010582011193037033
c1cc(ccc1C(O)=O)O,0.1587301641702652,0.026455027982592583,0.021164022386074066,0.026455027982592583,0.0,0.9100528955459595,0.0,0.010582011193037033,0.026455027982592583,1.0,0.10052910447120667,0.10052910447120667,0.021164022386074066,0.0,0.0,0.026455027982592583,0.03703703731298447,0.0476190485060215,0.0,0.026455027982592583,0.021164022386074066,0.010582011193037033
c1(ccc(cc1)C(=O)O)O,0.1587301641702652,0.026455027982592583,0.021164022386074066,0.026455027982592583,0.0,0.9100528955459595,0.0,0.010582011193037033,0.026455027982592583,1.0,0.10052910447120667,0.10052910447120667,0.021164022386074066,0.0,0.0,0.026455027982592583,0.03703703731298447,0.0476190485060215,0.0,0.026455027982592583,0.021164022386074066,0.010582011193037033
c1cc(ccc1O)C(O)=O,0.1587301641702652,0.026455027982592583,0.021164022386074066,0.026455027982592583,0.0,0.9100528955459595,0.0,0.010582011193037033,0.026455027982592583,1.0,0.10052910447120667,0.10052910447120667,0.021164022386074066,0.0,0.0,0.026455027982592583,0.03703703731298447,0.0476190485060215,0.0,0.026455027982592583,0.021164022386074066,0.010582011193037033
O=C(O)c1ccc(O)cc1,0.1587301641702652,0.026455027982592583,0.021164022386074066,0.026455027982592583,0.0,0.9100528955459595,0.0,0.010582011193037033,0.026455027982592583,1.0,0.10052910447120667,0.10052910447120667,0.021164022386074066,0.0,0.0,0.026455027982592583,0.03703703731298447,0.0476190485060215,0.0,0.026455027982592583,0.021164022386074066,0.010582011193037033
O=C(O)c1ccc(cc1)O,0.1587301641702652,0.026455027982592583,0.021164022386074066,0.026455027982592583,0.0,0.9100528955459595,0.0,0.010582011193037033,0.026455027982592583,1.0,0.10052910447120667,0.10052910447120667,0.021164022386074066,0.0,0.0,0.026455027982592583,0.03703703731298447,0.0476190485060215,0.0,0.026455027982592583,0.021164022386074066,0.010582011193037033
C1=CC=C(C=C1)C=O,0.5355286002159119,0.48873481154441833,0.017331022769212723,0.025996534153819084,0.017331022769212723,0.03119584172964096,0.0,0.02253032848238945,0.02946273796260357,1.0,1.0,0.010398614220321178,0.47660309076309204,0.0,0.02946273796260357,0.019064126536250114,0.008665511384606361,0.008665511384606361,0.0,0.0,0.4748700261116028,0.0
O=Cc1ccccc1,0.5355286002159119,0.48873481154441833,0.017331022769212723,0.025996534153819084,0.017331022769212723,0.03119584172964096,0.0,0.02253032848238945,0.02946273796260357,1.0,1.0,0.010398614220321178,0.47660309076309204,0.0,0.02946273796260357,0.019064126536250114,0.008665511384606361,0.008665511384606361,0.0,0.0,0.4748700261116028,0.0
c1c(cccc1)C=O,0.5355286002159119,0.48873481154441833,0.017331022769212723,0.025996534153819084,0.017331022769212723,0.03119584172964096,0.0,0.02253032848238945,0.02946273796260357,1.0,1.0,0.010398614220321178,0.47660309076309204,0.0,0.02946273796260357,0.019064126536250114,0.008665511384606361,0.008665511384606361,0.0,0.0,0.4748700261116028,0.0
c1ccccc1C=O,0.5355286002159119,0.48873481154441833,0.017331022769212723,0.025996534153819084,0.017331022769212723,0.03119584172964096,0.0,0.02253032848238945,0.02946273796260357,1.0,1.0,0.010398614220321178,0.47660309076309204,0.0,0.02946273796260357,0.019064126536250114,0.008665511384606361,0.008665511384606361,0.0,0.0,0.4748700261116028,0.0
c1c(C=O)cccc1,0.5355286002159119,0.48873481154441833,0.017331022769212723,0.025996534153819084,0.017331022769212723,0.03119584172964096,0.0,0.02253032848238945,0.02946273796260357,1.0,1.0,0.010398614220321178,0.47660309076309204,0.0,0.02946273796260357,0.019064126536250114,0.008665511384606361,0.008665511384606361,0.0,0.0,0.4748700261116028,0.0
C(c1ccccc1)=O,0.5355286002159119,0.48873481154441833,0.017331022769212723,0.025996534153819084,0.017331022769212723,0.03119584172964096,0.0,0.02253032848238945,0.02946273796260357,1.0,1.0,0.010398614220321178,0.47660309076309204,0.0,0.02946273796260357,0.019064126536250114,0.008665511384606361,0.008665511384606361,0.0,0.0,0.4748700261116028,0.0
C1=CC=C(C=C1)C(=O)O,0.4212677478790283,0.28194522857666016,0.11136303097009659,0.22182288765907288,0.049020443111658096,0.2489861249923706,0.013591132126748562,0.18404413759708405,0.18830014765262604,0.21915709972381592,0.420689195394516,0.8685761094093323,0.057382769882678986,0.0,0.09650643914937973,1.0,0.06522464007139206,0.0704776793718338,0.0,0.049531061202287674,0.15115343034267426,0.059602539986371994
O=C(O)c1ccccc1,0.4212677478790283,0.28194522857666016,0.11136303097009659,0.22182288765907288,0.049020443111658096,0.2489861249923706,0.013591132126748562,0.18404413759708405,0.18830014765262604,0.21915709972381592,0.420689195394516,0.8685761094093323,0.057382769882678986,0.0,0.09650643914937973,1.0,0.06522464007139206,0.0704776793718338,0.0,0.049531061202287674,0.15115343034267426,0.059602539986371994
c1cc(ccc1)C(=O)O,0.4212677478790283,0.28194522857666016,0.11136303097009659,0.22182288765907288,0.049020443111658096,0.2489861249923706,0.013591132126748562,0.18404413759708405,0.18830014765262604,0.21915709972381592,0.420689195394516,0.8685761094093323,0.057382769882678986,0.0,0.09650643914937973,1.0,0.06522464007139206,0.0704776793718338,0.0,0.049531061202287674,0.15115343034267426,0.059602539986371994
C(=O)(O)c1ccccc1,0.4212677478790283,0.28194522857666016,0.11136303097009659,0.22182288765907288,0.049020443111658096,0.2489861249923706,0.013591132126748562,0.18404413759708405,0.18830014765262604,0.21915709972381592,0.420689195394516,0.8685761094093323,0.057382769882678986,0.0,0.09650643914937973,1.0,0.06522464007139206,0.0704776793718338,0.0,0.049531061202287674,0.15115343034267426,0.059602539986371994
c1(C(O)=O)ccccc1,0.4212677478790283,0.28194522857666016,0.11136303097009659,0.22182288765907288,0.049020443111658096,0.2489861249923706,0.013591132126748562,0.18404413759708405,0.18830014765262604,0.21915709972381592,0.420689195394516,0.8685761094093323,0.057382769882678986,0.0,0.09650643914937973,1.0,0.06522464007139206,0.0704776793718338,0.0,0.049531061202287674,0.15115343034267426,0.059602539986371994
C(O)(=O)c1ccccc1,0.4212677478790283,0.28194522857666016,0.11136303097009659,0.22182288765907288,0.049020443111658096,0.2489861249923706,0.013591132126748562,0.18404413759708405,0.18830014765262604,0.21915709972381592,0.420689195394516,0.8685761094093323,0.057382769882678986,0.0,0.09650643914937973,1.0,0.06522464007139206,0.0704776793718338,0.0,0.049531061202287674,0.15115343034267426,0.059602539986371994
C1=CC=C(C=C1)CO,0.4178871512413025,0.06453941762447357,0.0473022423684597,0.6593411564826965,0.6324861645698547,0.3775920867919922,0.0051692477427423,0.049200352281332016,0.05815766379237175,0.3727961480617523,1.0,0.026251008734107018,0.02435743436217308,0.0,0.017749564722180367,0.3398556411266327,0.03630323335528374,0.037649355828762054,0.0,0.019786730408668518,0.04563840851187706,0.008787720464169979
C(O)c1ccccc1,0.4178871512413025,0.06453941762447357,0.0473022423684597,0.6593411564826965,0.6324861645698547,0.3775920867919922,0.0051692477427423,0.049200352281332016,0.05815766379237175,0.3727961480617523,1.0,0.026251008734107018,0.02435743436217308,0.0,0.017749564722180367,0.3398556411266327,0.03630323335528374,0.037649355828762054,0.0,0.019786730408668518,0.04563840851187706,0.008787720464169979
c1cccc(CO)c1,0.4178871512413025,0.06453941762447357,0.0473022423684597,0.6593411564826965,0.6324861645698547,0.3775920867919922,0.0051692477427423,0.049200352281332016,0.05815766379237175,0.3727961480617523,1.0,0.026251008734107018,0.02435743436217308,0.0,0.017749564722180367,0.3398556411266327,0.03630323335528374,0.037649355828762054,0.0,0.019786730408668518,0.04563840851187706,0.008787720464169979
C(c1ccccc1)O,0.4178871512413025,0.06453941762447357,0.0473022423684597,0.6593411564826965,0.6324861645698547,0.3775920867919922,0.0051692477427423,0.049200352281332016,0.05815766379237175,0.3727961480617523,1.0,0.026251008734107018,0.02435743436217308,0.0,0.017749564722180367,0.3398556411266327,0.03630323335528374,0.037649355828762054,0.0,0.019786730408668518,0.04563840851187706,0.008787720464169979
c1cc(CO)ccc1,0.4178871512413025,0.06453941762447357,0.0473022423684597,0.6593411564826965,0.6324861645698547,0.3775920867919922,0.0051692477427423,0.049200352281332016,0.05815766379237175,0.3727961480617523,1.0,0.026251008734107018,0.02435743436217308,0.0,0.017749564722180367,0.3398556411266327,0.03630323335528374,0.037649355828762054,0.0,0.019786730408668518,0.04563840851187706,0.008787720464169979
OCc1ccccc1,0.4178871512413025,0.06453941762447357,0.0473022423684597,0.6593411564826965,0.6324861645698547,0.3775920867919922,0.0051692477427423,0.049200352281332016,0.05815766379237175,0.3727961480617523,1.0,0.026251008734107018,0.02435743436217308,0.0,0.017749564722180367,0.3398556411266327,0.03630323335528374,0.037649355828762054,0.0,0.019786730408668518,0.04563840851187706,0.008787720464169979
C1=CC=C(C(=C1)O)O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc(c1O)O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(ccccc1O)O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc1ccccc1O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc(O)c1O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(c(cccc1)O)O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)C1=CC=C(C=C1)CO,0.22155092656612396,0.17309950292110443,0.12013140320777893,0.8515955805778503,0.0,1.0,0.0,0.11582004278898239,0.1567046195268631,0.07619661837816238,0.1637435406446457,0.05601830780506134,0.1332707703113556,0.0,0.8402453064918518,0.09185829758644104,0.8288950324058533,0.03405091539025307,0.0,0.017656031996011734,0.8308893442153931,0.018917176872491837
CC(C)c1ccc(CO)cc1,0.22155092656612396,0.17309950292110443,0.12013140320777893,0.8515955805778503,0.0,1.0,0.0,0.11582004278898239,0.1567046195268631,0.07619661837816238,0.1637435406446457,0.05601830780506134,0.1332707703113556,0.0,0.8402453064918518,0.09185829758644104,0.8288950324058533,0.03405091539025307,0.0,0.017656031996011734,0.8308893442153931,0.018917176872491837
OCc1ccc(C(C)C)cc1,0.22155092656612396,0.17309950292110443,0.12013140320777893,0.8515955805778503,0.0,1.0,0.0,0.11582004278898239,0.1567046195268631,0.07619661837816238,0.1637435406446457,0.05601830780506134,0.1332707703113556,0.0,0.8402453064918518,0.09185829758644104,0.8288950324058533,0.03405091539025307,0.0,0.017656031996011734,0.8308893442153931,0.018917176872491837
c1c(CO)ccc(C(C)C)c1,0.22155092656612396,0.17309950292110443,0.12013140320777893,0.8515955805778503,0.0,1.0,0.0,0.11582004278898239,0.1567046195268631,0.07619661837816238,0.1637435406446457,0.05601830780506134,0.1332707703113556,0.0,0.8402453064918518,0.09185829758644104,0.8288950324058533,0.03405091539025307,0.0,0.017656031996011734,0.8308893442153931,0.018917176872491837
c1c(ccc(CO)c1)C(C)C,0.22155092656612396,0.17309950292110443,0.12013140320777893,0.8515955805778503,0.0,1.0,0.0,0.11582004278898239,0.1567046195268631,0.07619661837816238,0.1637435406446457,0.05601830780506134,0.1332707703113556,0.0,0.8402453064918518,0.09185829758644104,0.8288950324058533,0.03405091539025307,0.0,0.017656031996011734,0.8308893442153931,0.018917176872491837
c1(CO)ccc(C(C)C)cc1,0.22155092656612396,0.17309950292110443,0.12013140320777893,0.8515955805778503,0.0,1.0,0.0,0.11582004278898239,0.1567046195268631,0.07619661837816238,0.1637435406446457,0.05601830780506134,0.1332707703113556,0.0,0.8402453064918518,0.09185829758644104,0.8288950324058533,0.03405091539025307,0.0,0.017656031996011734,0.8308893442153931,0.018917176872491837
CC(C)C1=CC=C(C=C1)C=O,0.29428285360336304,0.9170544147491455,0.8173202872276306,0.15601518750190735,0.0,1.0,0.0,0.15901035070419312,0.8518128395080566,0.12875249981880188,0.22554151713848114,0.07416541874408722,0.16124561429023743,0.0,0.8066657781600952,0.13641181588172913,0.1346060335636139,0.032113734632730484,0.0,0.016651567071676254,0.8262875080108643,0.01784096285700798
O=Cc1ccc(cc1)C(C)C,0.29428285360336304,0.9170544147491455,0.8173202872276306,0.15601518750190735,0.0,1.0,0.0,0.15901035070419312,0.8518128395080566,0.12875249981880188,0.22554151713848114,0.07416541874408722,0.16124561429023743,0.0,0.8066657781600952,0.13641181588172913,0.1346060335636139,0.032113734632730484,0.0,0.016651567071676254,0.8262875080108643,0.01784096285700798
C(c1ccc(C(C)C)cc1)=O,0.29428285360336304,0.9170544147491455,0.8173202872276306,0.15601518750190735,0.0,1.0,0.0,0.15901035070419312,0.8518128395080566,0.12875249981880188,0.22554151713848114,0.07416541874408722,0.16124561429023743,0.0,0.8066657781600952,0.13641181588172913,0.1346060335636139,0.032113734632730484,0.0,0.016651567071676254,0.8262875080108643,0.01784096285700798
CC(C)c1ccc(C=O)cc1,0.29428285360336304,0.9170544147491455,0.8173202872276306,0.15601518750190735,0.0,1.0,0.0,0.15901035070419312,0.8518128395080566,0.12875249981880188,0.22554151713848114,0.07416541874408722,0.16124561429023743,0.0,0.8066657781600952,0.13641181588172913,0.1346060335636139,0.032113734632730484,0.0,0.016651567071676254,0.8262875080108643,0.01784096285700798
c1(C=O)ccc(C(C)C)cc1,0.29428285360336304,0.9170544147491455,0.8173202872276306,0.15601518750190735,0.0,1.0,0.0,0.15901035070419312,0.8518128395080566,0.12875249981880188,0.22554151713848114,0.07416541874408722,0.16124561429023743,0.0,0.8066657781600952,0.13641181588172913,0.1346060335636139,0.032113734632730484,0.0,0.016651567071676254,0.8262875080108643,0.01784096285700798
c1(ccc(C=O)cc1)C(C)C,0.29428285360336304,0.9170544147491455,0.8173202872276306,0.15601518750190735,0.0,1.0,0.0,0.15901035070419312,0.8518128395080566,0.12875249981880188,0.22554151713848114,0.07416541874408722,0.16124561429023743,0.0,0.8066657781600952,0.13641181588172913,0.1346060335636139,0.032113734632730484,0.0,0.016651567071676254,0.8262875080108643,0.01784096285700798
COC1=C(C=CC(=C1)C=C)O,0.4628455638885498,0.1263248175382614,0.34956321120262146,0.06702719628810883,0.0067538488656282425,1.0,0.0,0.08190205693244934,0.10135925561189651,0.07444775104522705,0.42691707611083984,0.3436538279056549,0.3641505539417267,0.0,0.05989418923854828,0.05488666146993637,0.06984130293130875,0.028703859075903893,0.0,0.012382056564092636,0.0653906762599945,0.013507697731256485
c1(c(O)ccc(C=C)c1)OC,0.4628455638885498,0.1263248175382614,0.34956321120262146,0.06702719628810883,0.0067538488656282425,1.0,0.0,0.08190205693244934,0.10135925561189651,0.07444775104522705,0.42691707611083984,0.3436538279056549,0.3641505539417267,0.0,0.05989418923854828,0.05488666146993637,0.06984130293130875,0.028703859075903893,0.0,0.012382056564092636,0.0653906762599945,0.013507697731256485
c1(C=C)ccc(O)c(c1)OC,0.4628455638885498,0.1263248175382614,0.34956321120262146,0.06702719628810883,0.0067538488656282425,1.0,0.0,0.08190205693244934,0.10135925561189651,0.07444775104522705,0.42691707611083984,0.3436538279056549,0.3641505539417267,0.0,0.05989418923854828,0.05488666146993637,0.06984130293130875,0.028703859075903893,0.0,0.012382056564092636,0.0653906762599945,0.013507697731256485
C=Cc1ccc(O)c(OC)c1,0.4628455638885498,0.1263248175382614,0.34956321120262146,0.06702719628810883,0.0067538488656282425,1.0,0.0,0.08190205693244934,0.10135925561189651,0.07444775104522705,0.42691707611083984,0.3436538279056549,0.3641505539417267,0.0,0.05989418923854828,0.05488666146993637,0.06984130293130875,0.028703859075903893,0.0,0.012382056564092636,0.0653906762599945,0.013507697731256485
Oc1ccc(cc1OC)C=C,0.4628455638885498,0.1263248175382614,0.34956321120262146,0.06702719628810883,0.0067538488656282425,1.0,0.0,0.08190205693244934,0.10135925561189651,0.07444775104522705,0.42691707611083984,0.3436538279056549,0.3641505539417267,0.0,0.05989418923854828,0.05488666146993637,0.06984130293130875,0.028703859075903893,0.0,0.012382056564092636,0.0653906762599945,0.013507697731256485
c1(ccc(cc1OC)C=C)O,0.4628455638885498,0.1263248175382614,0.34956321120262146,0.06702719628810883,0.0067538488656282425,1.0,0.0,0.08190205693244934,0.10135925561189651,0.07444775104522705,0.42691707611083984,0.3436538279056549,0.3641505539417267,0.0,0.05989418923854828,0.05488666146993637,0.06984130293130875,0.028703859075903893,0.0,0.012382056564092636,0.0653906762599945,0.013507697731256485
CC1=CC=CC=C1O,0.14317774772644043,0.1170332133769989,0.08325853198766708,0.08325853198766708,0.0,0.646207332611084,0.0,0.5347845554351807,0.08325853198766708,0.05991920828819275,0.09088868647813797,0.03579443693161011,0.10940305143594742,0.0,0.5319793820381165,0.07641381770372391,1.0,0.0,0.0,0.0,0.07158887386322021,0.0
Oc1c(cccc1)C,0.14317774772644043,0.1170332133769989,0.08325853198766708,0.08325853198766708,0.0,0.646207332611084,0.0,0.5347845554351807,0.08325853198766708,0.05991920828819275,0.09088868647813797,0.03579443693161011,0.10940305143594742,0.0,0.5319793820381165,0.07641381770372391,1.0,0.0,0.0,0.0,0.07158887386322021,0.0
c1ccc(c(c1)C)O,0.14317774772644043,0.1170332133769989,0.08325853198766708,0.08325853198766708,0.0,0.646207332611084,0.0,0.5347845554351807,0.08325853198766708,0.05991920828819275,0.09088868647813797,0.03579443693161011,0.10940305143594742,0.0,0.5319793820381165,0.07641381770372391,1.0,0.0,0.0,0.0,0.07158887386322021,0.0
c1ccc(C)c(c1)O,0.14317774772644043,0.1170332133769989,0.08325853198766708,0.08325853198766708,0.0,0.646207332611084,0.0,0.5347845554351807,0.08325853198766708,0.05991920828819275,0.09088868647813797,0.03579443693161011,0.10940305143594742,0.0,0.5319793820381165,0.07641381770372391,1.0,0.0,0.0,0.0,0.07158887386322021,0.0
c1c(c(C)ccc1)O,0.14317774772644043,0.1170332133769989,0.08325853198766708,0.08325853198766708,0.0,0.646207332611084,0.0,0.5347845554351807,0.08325853198766708,0.05991920828819275,0.09088868647813797,0.03579443693161011,0.10940305143594742,0.0,0.5319793820381165,0.07641381770372391,1.0,0.0,0.0,0.0,0.07158887386322021,0.0
